label,title,content
11,nicyo uvuze ndagikora kuko wangiriyeho umugisha kumenya izina kuva -,nicyo uvuze ndagikora kuko wangiriyeho umugisha kumenya izina kuva -
1,ndizihiwe fabien yapfuye yiyahuye kivu,amakuru dukesha bakeneyemungu obara umunyamabanga nshingwabikorwa w’akagari gabiro avuga ndizihiwe fabien yagiye gitondo saa kumi n’ebyiri n’igice mugitondo avuga agiye giseke ahacukurwa amabuye y’agaciro yasize abwiye iwabo agiye asize amafaranga telephone bugaruke nyuma kubona atagarutse umuryango wafashe icyemezo kujya kumushaka kuko wakekaga yaba yiyahuye doreko bitari ubwa mbere abigerageje tariki saa kumi nimwe n’iminota mirongo itatu z’umugoroba nibwo umurambo ndizihiwe fabien wabonetse utoragurwa gace kitwa giseke yagaragaye amazi ariho yamunaze nkombe z’ikivu mbonyumukiza justin kabera felesitaababyeyi ndizihiwe fabien bemeza ntawabiciye umwana kuko n’ubundi yajyaga ashaka kwiyahura bakamugarura bavuga umuhungu wabo arwaye amagini kuko bagiye kumuvuza bikananirana biteganijwe nyuma gusuzuma umurambo wajyanywe bitaro kibuye aribwo aza gushyingurwa ndizihiwe fabien apfuye akiri ingaragu yari atuye mudugudu murama akagari gabiro umurenge musasa akarere rutsiro vdaste nkikabahizi
5,amwe mateka yaranze umuhanzi w’injyana country don williams,umuhanzi don williams umwe bahanzi bagiye bigaragaza mateka y’injyana country kuburyo yaje guhimbwa akazina bafana umwami w’injyana country rumi rw’icyongereza the gentle giant of country music don williams yavutse tariki gicurasi w’ avukira gace floydada leta texas gihugu leta zunze ubumwe z’amerika uretse kuba umuririmbyi n’umwanditsi w’indirimbo hakiyongeraho gukina film ise umubyara umukanishi nyina umubyara umucuranzi gitari ibi byatumye myaka itatu gusa umucuranzi gitari ku myaka gusa yahise ajya itsinda the strangers two uretse tsinda yagiye matsinda menshi atandukanye harimo pozo-seco singers matsinda yanyuzemo afite umurava kuko amwe mwe yayavagamo yahitaga asenyuka mu bihangano yagiye ashyira hanze twavugamo nk’indirimbo you’re my best friend i got love god will make a way n’zindi nyinshi zitandukanye uretse kuririmba indirimbo zishimisha abantu yanaririmbye indirimbo gushimisha imana gospol don williams yavukiye kariya gace ariko siko yakuriyemo kuko yaje kwimukira gace portland yarangirije amashuri makuru ahita ashaka umufasha banabyararana abana aribo gary natim mu bihembo bitandukanye yagiye atwara byinshi cyane twavuga nko yabaye umuhanzi w’umwaka ndetse album expressions yabaye iyambere ubu don williams umwe bagize ishyirahamwe ry’abahanzi baririmba injyana country country music association sitio ndoli gihamyacom
5,suzy perez wakoranye jennifer lopez p-diddy kuga gakomeye,suzy perez umwe mubakobwa babayeho neza mwaka ariko ubuzima bwe buri mukaga yahindutse mayibobo yibera kumuhanda uyu mukobwa ukomoka brezil mubagize ubuzima bwiza ndetse akundwa benshi kuburyo byanatumye akorana n’ibigo byinshi byerekana imideli yaba iburayi ndetse amerika suzy perez yatangiye kwamamara cyane yakoranaga n’umuhanzikazi amerika jennifer lopez yagaragaye mashusho y’indirimbo ze zirenga agaragaramo nk’umunyamideli wabigize umwuga nyuma yaje gukorana p-diddy agaragara mashusho y’indirimbo ze suzy kubera gukundwa cyane yabonye amasezerano kwamamaza imyenda y’abagore igezweho iburayi nabwo yatangiye gukorana n’ikigo mubudage cyerekana imideli ikigo ubudage cyamuhaye kwamamaza imyambaro bagiranye amasezerano y’imyaka myka ibiri niyo yagiriyemo ibibazo bidasanzwe mubyara suzy perez yagiranaga ikiganiro n’ikinyamakuru brazil yahamijeko ububabare afite yabutewe kwiheba ndetse kwiyanga uyu mukobwa avugako abamukuye amerika bakamujyana iburayi yagezeyo bakamuhata ibiyobyabwenge byinshi barangiza bakajya banamurongora kungufu nyuma yaje kubacika asubira amerika yabaga mbere kubera kumurongora kungufu n’ibiyobyabwenge bamuhaye nibyo byatumye ahinduka umurwayi mutwe kugeza mukobwa yibera kumuhanda umuryango wagerageje kumutabariza aravurwa biranga ubuzima bwe buri kaga umubonye ameze ntiwamugeranya n’umunyamideli ugezweho ibyago byamuteye ubwoba cyane buryo yakoresheje ibiyobyabwenge kugira ahangane n’ububabare bwe umuryango suzy uracyamurwanirira munsi ariko inzira gukira ntabwo yoroshye amasengeshoforsuzy
5,umunya-nigeria timaya ategerejwe i kigali,umuhanzi nigeria tiyama niwe uzataramira abakunda kwizihirwa n’umuziki gitaramo kigali jazz junction gusoza ukwezi werurwe bimaze kumenyererwa buri gatanu nyuma w’ukwezi habaigitaramo kigali jazz junction batumira umuhanzi ukunzwe mahangaagafatanya n’undi rwanda umuyobozi rg-consult itegura gitaramo remmy lubegaku gatanu w’icyumeru gishize yatangaje igitaramo gusoza uku kwezi kwawerurwe umunya-nigeria timaya uzasusurutsa abakunzi b’umuziki timaya ubusanzwe witwa inetimi timaya odon kibuga cy’umuzikikuva ni umwe bahanzi bakunzwe kandi bubashywe nigeria ahafatwank’igicumbi cy’umuziki afurika uyu mugabo w’imyaka yakunzwe ndirimbo nyinshi munjyana dancehall harimo ukwu sanko balance dance yakoranye narudeboy n’izindi nyinshi timaya kandi yakoranye n’itsinda urban boys indirimboyitwa show me love timaya agiye gutaramira yiyongera rutonde rurerure rw’abahanzibo nigeria bahagaze rubyiniro kigali jazz junction imaze imyakaine ku gatanu tariki gashyantare umusore ukunzwe cyane n’urubyiruko joeboy wataramanye n’abanya-kigali afatanyije davis d
4,abaganga b’indwara z’uruhu baraburira abiharaje kwisiga amavuta mukorogo,abaganga b’inzobere kuvura indwara z’uruhu ndetse n’abahanga byerekeye imiti pharmacien bahuriye i kigali nama igamije kungurana ibitekerezo buryo gukumira kurwanya indwara z’uruhu bakomoza bubi bw’uruvangitirane rw’amavuta bamwe baharaye gukoresha yamenyekanye ’mukorogo’ abaganga b’inzobere kuvura indwara z’uruhu ndetse n’abahanga byerekeye imiti pharmacien bahuriye i kigali nama igamije kungurana ibitekerezo buryo gukumira kurwanya indwara z’uruhu bakomoza bubi bw’uruvangitirane rw’amavuta bamwe baharaye gukoresha yamenyekanye ’mukorogo’ iyi nama yabaye kuwa gatanu tariki kanama yahuriyemo n’abaganga ndetse n’abaganga by’imiti baturutse hirya hino gihugu yateguwe bufatanye kipharma sebapharma ingingo nyamukuru y’utuntu nama nyunguranabitekerezo kwiga buryo kwita ruhu kuvura indwara zitandukanye zifata uruhu zikarwangiza hanagarutswe kandi bantu biharaje guhindura uruhu rwabo bakoresheje uruvangitirane rw’imiti inyuranye ibintu abahanga by’imiti ndetse n’abaganga b’uruhu bavuze bigira ingaruka zikomeye bisiga mavuta dr gahongayire francoise impuguke bijyanye n’indwara z’uruhu yavuze abisiga mukorogo babikora byabanje kugenzura bamenye ziba zakozwe buhe buryo cyane imiti ivangwavangwa ishobora kugira ingaruka nyinshi kandi zikomeye mubiri w’uwayikoresheje yanavuze n’ubwo benshi bisiga mavuta mukorogo bashaka guhindura uruhu rwabo batamenye bashobora kwegera abaganga bakabagira inama ndetse bakanababwira amavuta yabugenewe bashobora gukoresha bahindura uruhu kandi ntabagireho ingaruka yagize si mbona impamvu ushaka guhinduka simbona impamvu ushaka kuba umuzungu kandi muzungu n’ubwo uzanaba kuko kenshi uzasanga bintu azajya gukoresha wenda ubwa mbere ibyumweru bibiri cyangwa bitanu azaba koko yishimiye kuba yarahindutse atagifite urwo rukara ariko nyuma yaho ahubwo mubi kurushaho nshobora kukwemeza hari abantu batakiva nzu kubera mukorogo bisize umuhanga by’imiti uyobora umuryango nyarwanda ugamije kurushaho kuzamura ubuzima rusange bw’abaturage organization for public healthy improvement ophi uwambajineza tito yavuze mavuta mukorogo ibintu bikorwa n’abantu ahanini batabifitiye ubumenyi buhagije yagize ibya mukorogo ibintu bikorwa n’abantu badasobanukiwe umuti aricyo kubera umuhanga by’imiti uba uzi imiti ugiye kuvanga urayivanga ruhe rwego urashyiramo wenda nabyita nk’ubukana yunzemo ubukana bw’uyu muti nimbuvanga n’ubwuyu burakemura ikibazo umuntu afite ibyo ngibyo bikorerwa inyingo ukanabyemererwa n’inzego zigiye zitandukanye ntabwo ibintu ujya ahantu hihishe ukavangavanga ugahereza abantu uwambajineza yavuze hari igihe abakora mwuga farumasi cyangwa abandi bahanga by’imiti baha abaturage imiti batabanje kumenya bakeneye by’umwihariko y’uruhu avuga rugira ibyiciro bitandukanye birimo uruhu ruba rwumye urw’amavuta n’uruhu rukakaye cyane abahanga by’imiti ndetse n’inzobere z’abaganga n’indwara z’uruhu bagarutse ngaruka z’amavuta mukorogo umuhanga by’imiti uyobora umuryango nyarwanda ugamije kurushaho kuzamura ubuzima rusange bw’abaturage ophi uwambajineza tito
2,rurangirwa louis wayoboraga fra buroko,ishyirahamwe abereye umuyobozi n’ubwo bamwe barihuriyeho batemeraga umuyobozi waryo ryaranzwe n’ibibazo bikomeye ndetse bikaba nayo ntandaro y’ifungwa rye ibibazo byinshi byaranze shyirahamwe mwaka byaturutse isiganwa ryitwa kigali international peace marathon yabereye i kigali kwezi gatanu kuva gihe abayobozi b’iri shyirahamwe bashinjanyaga kunyereza amafaranga agenewe iryo siganwa maguru abatungwaga agatoki harimo uwari umunyamabanga twajamahoro constantin uwari umuyobozi kabiri wungirije disi dieudonn nadine mutezinkindi umubitsi ibi byatumye uwari umuyobozi w’iri shyirahamwe gihe spt gerard ntare yitabaza inzego polisi zihate ibibazo abavugwagaho kunyereza mafaranga ariko ntibyashimishije abakurikirana imikino rwanda bavugaga ntaho politike ikwiye kwivanga n’imikino ibyo bibazo byose bimaze kuba buyobozi bw’iri shyirahamwe havutsemo ibice bibiri harimo itsinda rigizwe ahanini n’uwari umunyamabanga twajamahoro constantin uwari umuyobozi kabiri wungirije disi dieudonne nadine mutezinkindi umubitsi iri tsinda ryari rihanganye n’iry’uwari umuyobozi mukuru ntare gerard rurangirwa louis umwungirije nyuma hashyizweho akanama kagamije kubunga basabwa kumvikana ariko biranga abanyamuryango bagize fra basabwe gutegura amatora y’inzibacyuho bayakora tariki kanama ariko ntiyagombaga kugaragaramo umuntu ariwe wese bibazo abatowe by’agateganyo ntibigeze bemerwa ntare gerard hamwe rurangirwa louis ndetse banga buyobozi nyuma y’igitutu kinini yaterwaga n’abakurikira imikino rwanda gerard ntare yatangaje yeguye mirimo n’ubwo hari habaye amatora kumusimbura ariko ntayemere rurangirwa louis ahita atangaza amusimbuye by’agateganyo rurangirwa louis yahise ategura amatora yandi giti cye agizwe umuyobozi w’ishyirahamwe ry’imikino ngororamubiri gutyo ariko hari abandi batamwemeraga bavuga yatowe n’abantu batazwi batagira n’amashyirahamwe babarizwamo ibi byaje kutavugwaho rumwe n’impande nyinshi ndetse minisiteri sport komite olympique barwanya cyane ubuyobozi rurangirwa louis kuko bavugaga ayobora buryo butemewe n’amategeko rurangirwa louis yavuze nyuma gukoresha matora yahise abimenyesha ishyirahamwe ry’imikino ngororamubiri isi iaaf buryo nihanagira umwivangira gahunda u rwanda rushobora gufatirwa ibihano iaaf kubera kutishimira ubuyobozi rurangirwa louis minisiteri sport yahise ifunga ibiro rurangirwa louis kugira adakomeza kuyobora nk’uko twabitangarijwe emmanuel bugingo ushinzwe imikino minisiteri sport kiganiro yagiranye n’abanyamakuru yavuze minisiteri yashatse ingufuri nshya iyifungisha ibiro rurangirwa ubwo rurangirwa aje biro bye nk’uko bisanzwe yasanzeho indi ngufuri ahita ayimena arinjira minisiteri ikibimenya yahise yitabaza polisi rurangirwa louis ahita atabwa yombi akaba afungiwe sitasiyo polisi i remera twagerageje uburyo twavugana nyirubwite rurangirwa ariko ntibyadukundira muri kiganiro n’abanyamakuru cyari cyateguwe komite olympique umuyobozi wayo dr colonel charles rudakubana yahakanye amakuru avuga komite olympique yagize uruhare ifungwa rurangirwa louis yavuze nk’abareberera imikino rwanda bifuzaga kugaragariza itangazamakuru ikibazo fra giteye ndetse n’ingamba bagomba gufata kugira ibibazo nk’ibi bitazongera kubaho rudakubana yavuze ibibazo bitari fra gusa kuko yandi mashyirahamwe y’imikino birimo uretse bitararenga inkombe yadutangarije bagiye gushyira imbaraga iyubahirizwa ry’amategeko kugira ibintu byose bijye bikorwa mucyo yagize turashaka amategeko yubahirizwa buri shyirahamwe rikayagenderaho hakamenyekana uburyo amatora akorwa n’uko abayobozi basimburana kandi hakanajyaho ushaka kuyobora ishyirahamwe runaka agomba kuba yujuje nta mpamvu kugirango wumve munsi kanaka yagiye buyobozi utazi abugiyeho iri fungwa rurangirwa louis ryabaye arimo gutegura ikiganiro n’abanyamakuru cyagombaga kuba tariki kugira asobanure gahunda ishyirahamwe rifite ndetse n’ibyo amaze kugeraho ariko minisiteri sport iramubuza nk’uko twabitangarijwe kiganiro cyateguwe comite olympique theoneste nisingizwe
5,nkurunziza waririmbye magi magi yahishuye nganzo yita perezida kagame amafoto,umuhanzi umusizi akaba n’umwisi w’ amazina y’inka nkurunziza pierre damien wamamaye cyane ndirimbo zivuga rugamba kubohora igihugu yadutangarije byinshi buhanzi bwe anahishura mizimizo bihangano bye umuhanzi umusizi akaba n’umwisi w’ amazina y’inka nkurunziza pierre damien wamamaye cyane ndirimbo zivuga rugamba kubohora igihugu yadutangarije byinshi buhanzi bwe anahishura mizimizo bihangano bye nkurunziza wamenyekanye cyane ndirimbo magi magi intwazarugamba nganzo hakunze kugarukamo izina ry’umuzimizo ruhanga ruharaze umucyo’ mu kiganiro yagiranye ukwezi tv yahishuye avuga perezida kagame anavuga izina ry’inka yahimbiye gahunda girinka nyarwanda uyu mugabo w’imyaka atuye karere bugesera yavuze inka z’inzungu zitangwa gahunda girinka munyarwanda yasize indutamagana kuko ikamwa amata yakamwaka inka ati ntawe ukita bwinshi bw’inkuku kuko indutamagana yazivuye murambi nkurunziza yavuze akunda abahanzi cecile kayirebwa rugamba sipiriyane gusa rusange indirimbo kamaliza nyiranyamibwa cecile kayirebwa mariya yohani zimukora mutima aba baririmba indirimbo zirimo urukundo gukunda igihugu ati njye nkunda si ijwi ryiza nkunda ubutumwa
3,abagenzi barifuza ibiciro by’ingendo nabyo byagabanuka,mu itangazo rye minisitiri w’ubucuruzi n’inganda aramenyesha abantu igiciro mazutu lisansi gihindutse buryo igiciro fatizo lisansi kitagomba kurenga amafaranga litiro bikaba byatangiye kubahirizwa mbere tariki abagenzi bavuga amafaranga yagabanijweho menshi buryo byaba byiza n’ibiciro by’ingendo bigabanijwe kuko byagirira akamaro abaturage benshi jacques kagabo umwe bagenzi bakunze gukora ingendo muhanga-kigali avuga ubusanzwe ibiciro by’ingendo kimwe bintu bihenze rwanda bikanagira ingaruka zikomeye bucuruzi aribwo bwose rwanda kimwe n’abandi bagenzi batari bake kagabo asaba biciro by’ingendo nabyo byasuzumwa bikagabanywa bityo n’ibindi bikorwa bigatera imbere kagabo burya trsnsport ihenze usanga n’ibindi byose bihenze kuko ntacyo dukora kenshi kidasaba transport ababishinzwe bagire bakora n’ibiciro by’ingendo bigabanuke kabuza n’ibindi nabyo bizahita bigabanuka innocent kayigamba avuga byaba byiza gabanuka ry’ibiciro ritihariwe n’abantu bamwe gusa abandi basigare ati niba lisansi igabanutse bikamenywa n’abashoferi gusa gaciro namba twabiha keretse natwe abagenzi nibagabanya igiciro cy’ingendo natwe tukabigiramo inyungu yongeraho abatwara ibinyabiziga biganjemo abatwara moto velomoteri zizwi cyane izina ry’uduhene bakunze kongeza ibiciro bitwaza ibiciro lisansi mazutu byazamutse kugeza rwitwazo bakwiye kugira iki gikorwa kugabanya ibiciro lisansi mazutu kishimiwe n’abacuruzi nabo akenshi bakunze kubarirwa gice cy’abagenzi kuko bakora ingendo zitari nke bajya cyangwa bava kurangura bamwe twaganiriye bifuza ibiciro lisansi byagabanutse n’iby’ingendo byagabanurwa bavuga amafaranga yagabanukaho byaba inyungu mucuruzi uwitwa karekezi yagize niyo bavuga bagananijeho n’igiceri cyangwa munsi yayo n’inyungu mucuruzi kuko urugero nk’iyo ucuruje igaziye y’inzoga runaka hari wungukamo amafaranga y’icupa rimwe gusa burya gusuzugura amafaranga gerard gitoli mbabazi
5,ijoro natty dread kaminuza i butare,iki gitaramo nk’uko biteganijwe kizaba kiri buryo bw’umwimerere live buryo abahanzi bazaririmba gitaramo n’umwe uzifashisha cd nk’uko benshi bakunze kubigenza iki gitaramo kizaba kirimo umuziki uyunguruye kukinjiramo amafaranga banyeshuri abandi batari abanyeshuri bazinjirira byateguwe kaminuza nkuru y’u rwanda nur ifatanije space hotel si igitaramo gusa kandi kuko hariho kwishimisha nyuma y’igitaramo ndetse hakabaho kubyinana n’abahanzi after party ibi bizabera spice hotel i butare muhanda ugana isoko marie clemence cyiza uwimanimpaye
4,oms itangaza abanyarwanda bagira ihungabana kubera jenoside bangana,oms itangaza hungabana rikunze kugaragara ahanini rubyiruko ruri hagati y’imyaka ubushakashatsi buherutse gukorwa n’iri shami bugaragaza abagira hungabana bagaragaza ibimenyetso byerekana jenoside yongeye kuba bityo bakibona basubiye baciyemo muri gihugu cy’ imisozi igihumbi huye umujyi munini uherereye majyepfo y’igihugu oms ivuga mujyi wagezwemo n’ubwicanyi cyane kandi wagaragayemo abantu bakoze jenoside benshi kurusha ahandi rwanda abavura indwara guhungabana mujyi bavuga bakunze kuvura abantu byiciro by’abana ingimbi cyangwa abangavu ndetse n’urubyiruko mugihe kwibuka jenoside vincent sezibera umwarimu kaminuza nkuru y’ u rwanda avuga kaminuza bigisha abanyeshuri amasomo ajyanye n’indwara mutwe bamwe barangije amasomo bafasha abagize ibibazo by’ihungabana bitabujije hari n’abakiga bafasha abagize kibazo gihe bibaye ngombwa sezibera icyihutirwa ugukurikirana umurwayi tugakurikirana uburyo bushya twamufashamo ariko tugakomeza kwigisha abanyeshuri bagire buvuzi umwuga ubu dufite abanyeshuri biga cyiciro mbere n’icya kabiri kaminuza abenshi abakobwa ikinyamakuru la-croixcom dukesha nkuru kivuga umubare w’aba bavuze bamaze kugira dipolome kugera baturage barenga miliyoni hamwe n’ikipe sezibera avuga gihe cy’imyaka itanu impfubyi bafite hagati y’umwaka umwe gihe jenoside babakozeho ubushakashatsi rwego oms basanga abakunda kugira ibibazo by’ihungabana abakobwa kurusha abahungu muri abari bafite hagati y’imyaka itanu bihe jenoside nibo bakorwaho cyane n’ibi bibazo ibibazo bikunze kurangwa n’ibimenyetso by’indwara y’umutwe cyangwa hakaba kujya mihango buryo butunguranye bakobwa n’ibindi gerard gitoli mbabazi
10,hatoranyijwe abanyamideli bazitabira mercedes fashion week’ i kigali amafoto,itoranya ry’aba bamyamideli bagomba kuzitabira mercedes fashion week kigali ryabereye century park hotel i nyarutarama abanyamideli batandukanye bagera baturutse bice bitandukanye by’isi nibo bitabiriye gikorwa baje basanga abandi mahanga basabye kuzitabira banyuze internet ndayishimiye daniel usanzwe itsinda ritegura gikorwa n’ubundi ghana wanagize uruhare kugira noneho kibere rwanda yabwiye igihe byari ibintu bidasanzwe ruganda kumurika imideli ati abantu bitabiriye kigero hejuru cyane kandi benshi baje n’ubundi abanyamideli basanzwe bazwi rwanda ugereranyije n’ibindi bikorwa gutotanya abanyamideli bibera rwanda kiri byitabiriwe n’abanyamahanga benshi kuko haje abagera muri gikorwa hajemo umudageumubiligi umuhinde umunye-congo ndetse n’abanye-ghana yavuze abahanga imideli aribo bazambika abazitabira gikorwa batanu akaba aribo b’abanyarwanda abandi basigaye bakaba abanyamahanga akanama katangaga amanota bagomba gukomeza kindi cyiciro gikurikira kari kagizwe munyana cynthia daniel ndayishimiye serge shema antoinette kabanyana charlotte dukundane mu guha amahirwe abanyamideli bagomba gukomeza hagenderwaho kuberwa n’amafoto intambuko ndetse n’uko agaragara abanyamideli batoranyijwe bazatangazwa cyumweru gitaha nyuma guhuza umubare w’abasabye kuzitabira bifashishije internet ndetse n’abigaragaje munsi iki gikorwa kizaba guhera gicurasi kamena kigali convention centre amafoto focusicon
7,hakozwe agapfukamunwa korohereza abantu kurya batagakuyemo,ni agapfukamunwa kameze nk’utundi twose ariko gafite umwanya hasi ushobora kunyuzwamo ibiryo gihe umuntu meza uwo mwanya ufungurwa umuntu agiye kurya yarangiza akongera akawufunga cyangwa ukifunga asaf gitelis umuyobozi w’ikigo avtipus patents and inventions cyakoze utwo dupfukamunwa yavuze hari udufungurwa buryo busanzwe hakoreshejwe intoki n’utundi twifungura ikanya cyangwa ikiyiko cyegereye umunwa dukoze buryo bw’ikoranabuhanga yagize ushobora kurya kunywa ukishimisha hanyuma wamara kurangiza kurya ugafunga ukirinda kandi ukanarinda kumwe icyo kigo cyatangaje gihe kitarenze ukwezi baraba atangiye gukora udupfukamunwa tw’ubwo bwoko twinshi kamwe kazajya kagurwa hagati y’amadolari n’amadolari
3,rwandair yahawe ubuyobozi bushya,girma wake nabo bazafatanya kuyobora batezweho byinshi birimo kuzamura urwego rw’ibijyanye n’indege rwanda ubwikorezi ndetse n’ubukerarugendo rusange kuko biri leta y’u rwanda ishyize imbere rwego kuzamura ishoramari iyi nama y’ubutegetsi nshya rwandair igizwe girma wake muyobozi mukuru wayo rica rwigamba ushinzwe ubukerarugendo kigo cy’igihugu kigamije iterambere rdb isabelle kalihangabo caleb rwamugaza laurence mukarugwiza sudadi kaitana hamwe theo demeyo uwayu girma wake agiye kuyobora rwandair nyuma y’imyaka akorera companyi y’indege ethiopian airlines umuyobozi mukuru w’iyo companyi marie jose ikibasumba
1,imfubyi jenoside zirasaba kurushaho kwegerwa,nubwo u rwanda rufite rugeze guhangana n’ingaruka jenoside abana bagizwe imfubyi baracyakeneye inama urukundo gusurwa kwitabwaho kuko abakagombye kubibaha batagihari nk’uko byatangajwe n’uhagarariye ibuka karere rubavu kabanda innocent kabanda yasabye abanyarubavu kwita bana ndetse n’abapfakazi kabanda yongeyeho ubupfura batojwe butabemerera kwangana mpamvu biteguye gutanga imbabazi babiciye babishaka yagize ntabwo tuzizirika muntu watwiciye uzashaka imbabazi azatwegere tuzazimuha uyu munsi kwibuka tariki wabimburiwe n’urugendo ruva murenge rugerero rujya rwibutso rw’uwo murenge wanaranzwe n’indirimbo z’abana barokotse jenoside yakorewe abatutsi bibumbiye itsinda ryitwa imanzi’ ubuhamya gushyira indabo rwibutso rugerero ku isaha saa sita abanyarubavu bunamiye inzirakarengane iminota itatu hanyuma bakurikirana radiyo ijambo nyakubahwa perezida repubulika yavugiye sitade amahoro mujyi kigali umuyobozi w’akarere rubavu sheikh bahame hassan yashimiye abaturage b’ako karere kuba bitabiriye gahunda benshi anabasaba kuzitabira gahunda z’icyumweru cy’icyunamo zizaba zirimo ibiganiro yongeyeho kwegera abacitse icumu ingenzi bagahumurizwa urwibutso rugerero rushyinguyemo imibiri y’abatutsi gusoza icyumweru cy’icyunamo karere rubavu bikazabera murenge mudende tariki mata kugeza imibare yavuye bushakashatsi bwakozwe ibuka yerekana abazize jenoside bangana rwanda hose pascaline umulisa
5,mwarimu akurikiranyweho gusambanya abanyeshuri abyita gukina filime,umugabo witwa chris obi wakinnye filime yitwa star trek’ inyamaswamuntu yahawe izina klingon’ akurikiranyweho kuba yarasambanyije abanyeshuri akiri mwarimu drama’ bwongereza umugabo witwa chris obi wakinnye filime yitwa star trek’ inyamaswamuntu yahawe izina klingon’ akurikiranyweho kuba yarasambanyije abanyeshuri akiri mwarimu drama’ bwongereza obi w’ imyaka arashinjwa n’ abagore yabasambanyaga myanya gushyira bikorwa amasomo yabaga yabigishije gukina filime ntakiri mwarimu drama asigaye abarizwa hollywood yatawe yombi ndege avuye los angles obi amazina nyakuri yitwa christopher ogugua nyuma guhatwa ibibazo n’ inzego z’ ubutabera yarekuwe atanze ingwate gihe iperereza rikomeje gusa ahakana aregwa kuba yarafashe ngufu abanyeshuri yigishaga agakubita abandi akavuga kibi yigeze akora ibi byaha ashinjwa yaba yarabikoze umwarimu drama ishuri ryo bwongereza rifite amashami koreje kensingtonna n’ iya chelsea obi wakinnye umuyobozi klingon filime y’ uruhererekane yitwa star trek’ yanakinnye andi mafilime arimo american gods’ doctor who’ filime yanditse zirimo iyitwa snow white and the huntsman’ ghost in the shell the counsellor filime yitwa the call up’ obi uku yakinnye star trek asa
2,ibintu bitanu byagaragaye munsi mbere shampiyona y’u rwanda,kuwa wagatanu ushize ho azam premier league rwanda yatangiye hari kuwa ukwakira rayon sport itangira itsinda police fc byakomeje gatandatu kiyovu yakubitiwe bugesera gicumbi ikubitirwa i rubavu cyumweru ibitego birarumba kuko apr sunrise kirehe zatahanye insinzi - espoir marine zinganya - ibintu bitanu umunsi mbere udusigiye pepinieri niyo kipe rukumbi yakiriye umukin igatsindwa byatangiye kuwa rayon sport ibitsindira police fc stade kigali i nyamiramba bucyeye bwaho kuwa gatandatu bugesera ibitsindira kiyovu i bugesera munsi kandi etencelles ibatsindira gicumbi i rubavu ku cyumweru apr yatsindiye amagaju i kigali sunrise itsindira as kigali kibuga yatiriye kicukiro kirehe itsindira musanze i kirehe indi kipe bitahiriye rugo marines yanganyirije rugo espoir fc ikibazo cy’ibibuga cyagarutsweho ahavuzwe cyane i bugesere ikipe kiyovu yandagarijwe bitego - nyuma y’umukino umutoza kiyovu kanamugira aloys yatangarije itangazamakuru ikipe igifite byinshi kwiga yongeraho ariko n’ikibuga bugesera cyamutetereje yahise anibaza impamvu icya gicumbi cyanzwe kandi tandukaniro aha yagize igitego kirajyamo ukabona abantu baguca hejuru bajya kwishimira ahantu bahambiriye akagozi gusa bakabwira abantu ntibaharenge mutekano bugesera fc izatanga akazi kubashaka igikombe iyi ikipe yiyubatse buryo bugaragara uretse kuba ifite mashami vincent nk’umwe batoza b’abanyarwanda bazi gutwara shampiyona bigenda bazanye abakinnyi bzi neza shampiyona kubwo kuyimaramo igihe kandi makipe akomeye barimo kwizera olivie umuzamu w’amavubi mambo n’abandi sunrise ishobora gukora benshi bitaga inzozi iyi kipe y’intara y’uburasirazuba mwaka yahawe akarere nyagatare kayicumbikire kanayiteho gusa maherere ikibuga cy’i nyagatare cyaje kwangwa bituma izajya yakirira imikno yaso kicukiro kimwe n’andi makipe y’uturere abafana bayo bagaragarira rugo kuri ariko si byagenze kuko mukino batsinze as kigali gutekereza i nyagatare kubera ukuntu abafana benshi iyi kipe iramutse ikomeje kugira umusaruro nk’uyu gushidikanya nayo yajya makipe afite abafana benshi icyizere kiragaragara bijyanye kuzataha izamu ahanini mikino yagaragayemo ibitego bitatu hanagiye habonekamo abakinnyi batsinda ibitego birenze kimwe nahimana shassir rayon sport afite bibiri abinganya kambale salita gentil etincelles ikiza ibitego byinshi byagiye binatsindwa n’abakinnyi bakina basatira izamu yanditswe lucky van rukundomuhaburarw
3,agatabo gafasha umuturage gusobanukirwa n’ingengo y’imari kashyizwe ahagaragara,christophe nsengiyaremye umukozi minisiteri y’imari n’igenamigambi avuga aka gatabo kateguwe kugirango kabe igikoresho gifasha abaturage gusobanukirwa n’uburyo ingengo y’imari y’igihugu itegurwa inakoreshwa kandi ikanagenzurwa nsengiyaremye asobanura aka gatabo kagamije gutanga amakuru yumvikana kandi anyuze mucyo yerekana ingengo y’imari igenewe ubuyobozi bukuru leta n’inzego z’ibanze zegerejwe abaturage umunyamabanga nshingwabikorwa w’ impuzamiryango iharanira uburenganzira muntu cladho safari emmanuel avuga abaturage bafite uburenganzira kumenya amafaranga y’ingengo y’imari ava ibikorwa amafaranga azakoreshwa n’imicungire yayo ubushakashatsi bwakoze bwagaragaje bamwe baturage batarasobanukirwa n’imikorere y’ingengo y’imari usanga bamwe bavugako uretse kumva minisitiri w’imari n’igenamigambi abivuga radio ahandi babizi ingengo y’imari y’igihugu y’umwaka yiyongereyeho uyigereranyije n’uyu mwaka ikaba igeze giteranyo rusange miliyari by’amafaranga y’u rwanda kugeza hamaze gusohorwa udutabo tugera bihumbi tuzajya duhabwa abaturage midugudu nyuma y’igikorwa cy’umuganda eric muvara
