label,title,content
11,umuvugabutumwa adepr yinjiranye muziki indirimbo njyana hip hop,izina tuyishimire diogne rirazwi cyane ariko rikunzwe by’umwihariko adepr yamamaye cyane nyigisho avugamo yesu afite imbaraga zidasanzwe akamusanisha n’ibintu byose agira nta kintu adasa nacyo mu bana yabaye umwana w’imana bagabo umugabo w’abapfakazi bapapa se w’imfubyi biti umuzabibu w’ukuri mwe abakirisitu amashami’’ uyu muvugabutumwa yakuranye inzozi kuzaba umuhanzi ariko wibanda butumwa bufitiye akamaro sosiyete nyarwanda tuyishimire yakuze yiyumvamo cyane hip hop ndetse indirimbo mbere yise byanteye ubwoba’’ icuranze njyana aganira igihe tuyishimire yavuze gusohora indirimbo inzozi ze zabaye impamo ati nakuze nifuza kuba umuhanzi igihe nyacyo cy’imana nasanze nsohore indirimbo yanjye mbere’’ mu ndirimbo avuga nubwo isi irushya abantu ariko imana izahindura byose bishya akongera mu buzima nubwo tubabazwa ariko imana izaduha guhozwa’’ yakomeje nashatse kugaragaza nubwo isi umuntu ashobora kunyura buzima bukomeye ariko hari imana ibuyobora ubuzima bukomeye bugahinduka ubworoshye binyuze kwizera imana’’ byanteye ubwoba ifite iminota itatu n’amasegonda yakozwe buryo bw’amajwi producer trackslayer tuyishimire yayiririmbye afatanyije dushimiyimana emmanuel uzwi manud ubarizwa adepr yiyongereye bandi bahanzi bake itorero adepr baririmba njyana hip hop yashimangiye gukora umuziki hip hop bidakwiye gufatwa nabi gihe atanga ubutumwa butomoye yagize ubusanzwe njyana iva mana zose nizo abantu bihangiye ziva bwenge bwabo numva injyana atari ikibazo ahubwo ikibazo cyaba ubutumwa burimo’’ tuyishimire diogne afite imyaka umugabo wubatse ufite umugore n’umwana umwe asengera itorero adepr paruwasi jabana indi nkuru wasoma yavutse witeguraga kuba umubikira ubuhamya butangaje ev tuyishimire adepr
1,burera abacitse icumu jenoside barasabwa kwiyumanganya,ubwo karere burera batangizaga icyumweru kwibuka nshuro jenoside yakorewe abatutsi mwaka umuyobozi burera yagize uwashatse kubarimbura ntwabwo anezerewe kuko yifuzaga muba mudahari kuba muhari mujye muzirikana ngabire imana yabahaye ariyo mpamvu musabwa kwiyumanganya uhagarariye abacitse icumu karere burera niyonsenga fabien avuga abacitse icumu ako karere baharaniye kwiyubaka biremyemo ikizere gukora kugira biteze imbere niyonsenga avuga akarere burera kababa kakabafasha agira tugirana imikoranire myiza n’akarere cyane cyane abahabwa inkunga y’ingoboka ibageraho umuhango gutangiza icyumweru kwibuka abazize jenoside yakorewe abatutsi mwaka karere burera wabereye murenge rusarabuye ahashyinguye imibiri y’abazize jenoside igera norbert niyizurugero
11,ni gute wahangana n’ibibazo urimo-igice rev ev eustache nibintije,umukozi w’imana rev ev eustache nibintije umunyeshuri patriots bible university leta zunze ubumwe amerika abinyujije minisiteri y’ivugabutumwa yise nibintije evangelical ministries asigaye adufasha kugabura ijambo ry’imana nkuko yamuhaye umuhamagaro ikamwuzuza ubwenge kugira agirire abantu benshi umumaro gihe gisa n’iki uyu munsi yaduteguriye inyigisho yahaye umutwe ugira uti ni gute wahangana n ibibazo urimo-igice ingoma - yehoshafati aratinya yihata gushaka uwiteka ategeka abayuda kwiyiriza ubusa ubwo umwami yehoshafati yumvaga byifashe ntabwo yigeze ashakisha izindi mbaraga ahandi cyangwa avuye reka ndebe twashaka ukuntu twarinda igihugu cyacu ahubwo yahise ashaka agirana inama n’imana y’inyambaraga ayisaba imuha uburyo direction-inzira cyangwa icyerekezo cy’uburyo yakwitwara ngorane ntabwo byari ukubyibazaho ubwe gusa ahubwo yihutiye kujya imana kuko ayizeyeho imbaraga n’ubushobozi byose reka nkubaze irihe jambo mbere usohora kanwa kawe ingorane zikugezeho cyangwa se uhuye n’ikigeragezo ntekereza ryagombye kuba imana data cyangwa se yesu iyo uvuze data uba urimo guca inzira nziza bibazo kuko uba uhamagaye imana y’inyembaraga buzima bwawe kugira ize igire ikora bibazo cyangwa ingorane uba uhuye nazo uba uhamagaye ubushake bw’imana wowe nshuti y’imana munsi narimo gutegura gice kabiri cy’iki kigisho cy’iyi seminar hari umuntu wanyoherereje ubutumwa bugufiya ambwira uburyo nyigisho zimutabaye agiye kwiyahura kubera ibibazo ariko akimara gusoma kigisho byahise bihinduka gahunda kwiyahura arayihagarika ubwo nahise nshima imana kandi ndayibaza nti mana kigomba gukurikiraho irambwira mutunganye ikibazo cye ubwo nahise muhamagara mubaza atuye n’amazina ndetse n’uko byamugendekeye mwizeza nza kohereza umuntu bakaganira neza uwo muntu yavuze mana yanjye data bituma abona ibirangiza ibibazo bye muri make yahamagaye imbaraga z’imana atabizi kandi ugukomera n’ububasha bwayo bwigaragaje bihagarika umugambi utari mwiza afashe ni kenshi buzima abantu bahura n’ibibazo n’ingorane bakabanza kujya gushaka ibintu hirya hino birangiza ibibazo byabo cyangwa se ingorane bahuye nazo byabayobera bakabona bakaba aribwo bajya gutabaza imana kujya gushaka imana kuyigisha inama nibyo byakagombye kuba amahitamo yawe mbere uko urushaho kugenda ujya kubaza abantu wibwira ibisubizo nyabyo biri muribo niko urushaho kwigora ndetse bikarushaho kugutesha umutwe kuko uba urimo gushakira igisubizo kitari uba wateye umugongo imbaraga y’imana shaka imana mbere ni gute tugomba gushaka imana umwami yehoshafati amaze kubona ibintu bitoroshye ndetse ibihugu byarangije kwitegura n’ingabo zabyo zari zatangiye guhagurutsa amafarashi yazo nk’imodoka z’intambara z’icyo gihe yahise akora kimwe gusa yahise ajya gushaka imana nyiri ububasha bwose yazengurutse baturage ategeka bagomba kwiyiriza ubusa ingoma kwiyiriza no gusenga mu butumwa mariko igice yesu asobanura ibijyanye kwiyiriza usenga isoko isobanura imbaraga buryo mwuka mark - yeremiya - kwiyiriza usenga bituma wegera umutima w’imana kwiyiriza uburyo butanga imbaraga kandi bwerekana ubayeho bw’imana umwaka ushize nasengerwaga kuba umushumba w’itorero rev pastor nari mfite ikibazo runaka binsaba kujya imbere y’imana inyereke kibazo ubwo nafunze ibintu byose njya rusengero nziko ngomba gusenga iminsi ariko narangije imana irambwira iti komeza kuguma masengesho nakomeje amasengesho ngeze irongera irambwira iti komeza hari imbaraga nshaka kurekurira wowe ubwo umuryango wifashe munwa itorero abandi pasitori nabo batangira kujya inama kuvuga bati pasitori aragwa cyumba cy’amasengesho ubwo nari nasabye umwarimu umwe kujya aza buri munsi tukaganira nk’isaha narangije iminsi n’amajoro ariko imbaraga nahakuye ntabwo zari zisanzwe naje kubaza imana impamvu yashatse nkora amasengesho y’iminsi ingana ityo yarambwiye imbaraga wakuye ariya masengesho zizagufasha buzima bwawe kudahungabanywa n’ibigeragezo by’ubuzima bwawe kandi ibishashi by’umuriro wakije wowe bizajya bifasha abandi bibakomeze guhangana n’ibibazo muri make kintu kijya kintera ubwoba kibaho mpura n’ibibazo ndetse n’ibigeragezo ariko umutima wanjye ugakomera guhura n’ibibazo ntuhangayike ahubwo ukaba uzi kandi wizeye imana igomba kuza ikagutabara iyo niyo musingi gutabarwa kuko imana itakunda umuntu utizera cyangwa ahangayitse birimo kuganyira iyo turimo gusenga amasengesho nk’ayo kwiyiriza ugomba kuba ufite amasengesho imana iba hagati hari igihe ujya kumva abantu barimo gusenga bagira bati mana uzi ibibazo byanjye dore abantu bankoreye gutya bavuze gutya nabuze ibintu n’ibi ndi bingoye gutya gutya n’ibindi nshuti yanjye amasengesho yacu agomba kuba yerekeza imana kuba amasengesho yerekeza bibazo byawe reka nkwereke amasengesho y’umwami yehoshafati urore itandukaniro ingoma - amasengesho yavugaga ibijyanye n’imana imbaraga zayo gukomera kwayo ndetse kwiringira imana kubyo agiye gukora byose icya kabiri ubwo igihugu cyabo cyakiraga inkuru mbi guterwa n’ibindi bihugu bashyize hamwe bashaka imana ingoma igihe kinini bihe by’ibibazo ntabwo abantu bashyira hamwe bashake imana muri gihe njya mbona bimwe bihugu bigira ibibazo kugira bashyire hamwe ahubwo ugasanga nibo ubwabo kugambana kugira baruhiye imyaka n’imyaka bubaka igihugu bihinduke umuyonga abandi bakaba ibikoresho by’abanzi kugira bageze abanzi b’igihugu mugambi wabo abantu usanga bitiranya ibintu igihugu gitandukanye n’umuntu nk’abakirisitu tugomba guhagarara ijambo ry’imana tukayegera tukayihamagara kugira imigisha yahaye igihugu cyacu idahinduka umuyonga imana itanze umugisha iba ishaka ugira uwukoraho nko kuwurinda n’ibindi iyo ibibazo bije buzima bwawe mwanya wawe nk’umukirisitu nk’umwana w’imana ukwiye kumva amasezerano n’imbaraga zayo biri wowe ugomba kumenya imana iba igenzura bibazo byawe kandi nini kubiruta ugomba gushaka imana bw’ibyo bibazo matayo hamwe n’ibyo uba ufite masezerano meza y’imana uyitayeho kandi igomba kugira ikora kuriyo ufite amasezerano y’imana nk’umwana w’imana iyo umunyamasezerano uba cyangwa se uvuka imana iba ihafitiye amasezerano kuko kukurinda kuguha umugisha ntabwo bireba wowe gusa kuko imana ibanza ikabishyira umutima wawe utuye kandi ibinyuza bandi bantu kumwe bityo imana ifitiye igihugu cyawe amasezerano mu mwaka w’ hari imana yavuganye nanjye bijyanye n’igihugu cyanjye ndetse n’umuyobozi wacyo yemwe inampa umurimo ngomba gukora bw’igihugu ndetse n’ubuhanuzi iyo imana iguhaye n’ubuhanuzi iba iguhaye umurimo wowe ubwawe byaba ubuhanuzi buteye ubwoba cyangwa se bw’amahoro niba bubi wowe ufite urufunguzo kubuhindura bwiza gihugu cyawe kuko umurimo wawe keretse utazi gukoresha urwo rufunguzo wahawe n’imana niko ijambo ry’imana ritubwira niyo imana ivuga iti uzabikora ufite uburyo kuyibwira uti njye uhategeka buryo mwuka uzabaze aburahamu nuzagira amahirwe ukamusanga agiye guhagarika irimbuka sodoma gusa yagize integer nke gusaba kwe gusenga akagarukira b’abakiranutsi gusa iyo akomeza yinginga akagera umwe kuboneka i sodoma kuko roti ahari ntiharimbuke ntega amatwi neza kandi wumve nshuti y’imana utangiye gushakira imana bibazo byawe uzi bigenda bigeragezo byawe ibigeragezo bifatwa mpiri bigenda biba bito bito mpamvu y’uko imana yawe igenda ihinduka nini kurusha byose ikagenda yiyongeraho kuba nini buri ugenda uyitekerezaho imana iguhe umugisha imana igushoboze gutera intambwe uyigana seminar irakomeza rarika inshuti zawe n’abandi mubone imbaraga ziva imana
3,imiryango nyabihu yahawe inka kuyifasha kwikura bukene,izo zatanzwe tariki gahunda girinka munyarwanda zitangirwa murenge jenda abahawe baturuka mirenge itatu karere nyabihu bigogwe mukamira jenda masengesho ziripa umwe bahawe inka unafite n’umwana w’imfubyi arera avuga babayeho buzima bubagoye ariko inka babonye izabafasha kuzamura imibereho myiza ibaha ifumbire n’amata veterineri w’akarere nyabihu shingiro eugene yashishikarije abahawe inka kurushaho kuzitaho kuzifata neza buryo bwose bazimenyera zikenera byose zitange umusaruro mwiza yongeyeho nibazitaho nabo bazabona umusaruro wabyo bidatinze kuko bizabazamura mibereho majyambere y’ingo zabo shingiro yabasezeranije azabafasha kwita buzima bwazo hirindwa hari inka yagira ikibazo aricyo cyose gahunda girinka yatangijwe perezida republika y’u rwanda paul kagame mwaka rwego gufasha abanyarwanda kwikura bukene kuzamura imibereho bagana kw’iterambere rirambye ndetse banazamura umusaruro w’ubuhinzi bakoresheje ifumbire bahabwa n’izo bahabwa kugeza benshi banyarwanda b’abakene turere twose tw’igihugu bamaze kugezwaho inka babikesha gahunda girinka safari viateur
7,umunyafurika yakoze mudasobwa ntoya izwi izina tablet,mu kwezi cyenda mwaka nibwo mudasobwa yashyizwe ahagaragara nama y’ibijyanye n’ikorabuhanga rigezweho yitwa africa web summit yaberaga i brazzaville ho kongo ariko uku kwezi cumi guhera tariki nibwo mudasobwa yatangiye kugera bindi bihugu afrika ubusanzwe byari bimenyerewe ibikoresho by’ikorababuhanga biza afrika ariko byarakorewe bihugu hanze y’afrika cyane cyane burayi bushinwa ndetse amerika ariko kuba umunyafrika yaragize igitekerezo gukora mudasobwa byahise bihindura amateka gusa ariko n’ubwo mudasobwa yakorewe kongo yateranyirijwe gihugu cy’ubushinwa ngo kubera afrika bikoresho kuyiteranya byari bihari mudasobwa ntoya ariko ikora nk’izindi zisanzwe ubundi mudasobwa tablet n’ubwo iba ntoya kuburyo umuntu ashobora kuyitwara mufuka w’umwambaro yambaye ikora nk’izindi mudasobwa zisanzwe mu rwanda nk’uko ikoranabuhanga riri gutera imbere mudasobwa hari abazitunze ingnieur neza nice fabrice ushinzwe ibijyanye tekinike techinque radio salus asobanurira bene mudasobwa zikora atangira avuga tablet mudasobwa nto cyane ijya kungana telefone zisanzwe cyangwa ikayiruta ho gatoya gusa ariko ikikwereka mudasobwa nayo ijyamo amaporogaramu programmes akoreshwa n’izindi mudasobwa zisanzwe agira mudasobwa ishobora kujyamo windows linux hari n’izijyamo bita android avuga impamvu abantu bashobora kwitiranya mudasobwa telefone hari telefone nazo zishobora kujyamo maporogaramu agira kubera iterambere ry’ikoranabuhanga porogaramu bagiye bazikoresha matelefoni amwe bita smart-phones iphone blackbelly cyangwa ipad yongeraho tablet iba mudasobwa kandi iba ifite bita touch-screen ecran bakoreshamo intoki ng’aho kugira wandike ukoresheje clavier nk’izamudasobwa zisanzwe ukora screen cyangwa ecran yayo ukandika ukoresheje intoki cyangwa ikaramu yabugenewe akomeza avuga kandi mudasobwa tablet itandukanye laptop zisanzwe cyangwa se laptop ntoya zitwa notbook ikindi kandi n’ubwo nto cyane ifite ubushobozi gukora nk’ibyo izindi mudasobwa zikora hirengagijwe izishobora gukora ibintu byinshi icyarimwe ngo kuba abahanga by’ikoranabuhanga bagenda bakora ibikoresho bitoya umuntu ashobora kugendana agiye hose bifite akamaro agira uko bagenda babigira bitoya bigenda bifasha buri muntu wese ubifite kubona amakuru buryo bworoshye ahantu ho hose ubundi mudasobwa ntoya izwi izina tablet yabanje gukorwa n’uruganda microsoft amerika ruzwi ho gukora ibijyanye mudasobwa urwo ruganda rukaba rwarayikoze mwaka kuva gihe kugeza izindi nganda zagerageje gukora mudasobwa harimo uruganda apple narwo rukora ibikoresho by’ikoranabuhanga rwatangijwe n’umunyamerika steve jobs umaze iminsi yitabye imana kuri hiyongera ho uruganda rim canada ruzwi ho gukora ibijyanye n’itumanaho ndetse n’izindi nganda zizwi ikoranabuhanga by’itumanaho norbert niyizurugero
14,ibintu bizonga umukobwa rukundo,umukobwa ariwe wese agiye rukundo asa n’utuye umutwaro umuremereye kuko yumva imibereho igiye guhindurwa n’uwo bakundanye cyane cyane yamwihitiyemoiyo umukobwa atunguwe kubona ibinyuranye n’ibyo yarategereje rukundo ashobora kudahita afata icyemezo gutandukana n’umuhungu bakundanye ariko akaba urwo rukundo adatekanye ahangayitse kandi yumva agenda acika integer hanaziramo kuba yatendeka kuko atanyuzweabakobwa benshi ubushakashatsi bugaragazwa n’abahanga by’urukundo buvuga badakunda kwisabira abakunzi gutandukana akaba ariyo mpamvu bahitamo kubatendeka kubasaba gutandukana urubuga le pluriellesfr ruvuga bimwe bishobora kuzongakubuza amahoro umukobwa rukundo byanamutera gutendeka iyo atitaweho buryo butandukanye kandi aribwo bwose n’umuhungu bakundana iyo umuhungu bakundanye amubangamira cyangwa se amuyoborana igitugu ndetse akanamufatira ibyemezo buri gikorwa cyose iyo umuhungu bakundanye atajya ashaka kugaragaza cyangwa kumwereka atewe ishema aha nk’igihe ahora yumva urukundo rwabo bombi rwaguma ibanga ryabo bombi gusa ariko bandi bagenzi rukaba ibanga iyo umuhungu mpano n’imwe by’umwihariko iciriritse ajya amuha cyane abakobwa benshi bikundira impano zidahanitse ndetse zitanahenze zivuye bakunzi iyo buri gihe umuhungu ahora ifuhe n’ishyari bitera umukobwa gutekereza atajya yigera umwizerwa imbere y’umukunzi iyo umuhungu akunda kugira incyuro cyangwa se ubika inzika niba umukobwa akoze agakosa gato umuhungu akazajya ahora akamucyurira kabone nubwo haba hashize igihe iryo kosa yararimusabiye imbabazi ibi umukobwa abifata nko kumuhoza nkeke iyo umuhungu ahora ashaka ndetse arwanira umukobwa yatera nkawe buri kimwe cyose cyangwa bahuza imitekerereze kandi ntibishoboka kuko buri wese afite atekereza abona ibintu ahubwo bakora ugushyira hamwe ibitekerezo byabo hamwe kuzuzanya yanditswe sarongo richard muhaburarw
11,icyamamare sinach yasesekaye rwanda - amafoto,mu ijoro ryo werurwe nibwo icyamamare ndirimbo kumya guhimbaza imana sinach yageze rwanda aje gitaramo easter celebration azafatanyamo patient bizimana cyumweru tariki mata munsi pasika sinach yageze rwanda ahagana isaha saa tatu n’igice z’ijoro yaje n’indege rwandair yazanye n’abacuranzi ndetse n’abamufasha bagera yabwiye abanyamakuru aje kwfatanya n’abanyarwanda kwizihiza pasika ndetse kwifatanya nabo guhimbaza imana igitaramo kizabera parking stade amahoro’ imiryango izakingurwa saa cyenda z’amanywa kwinjira frw frw vip israel mbonyi aime uwimana nabo bazaririmba gitaramo easter celebration concert yabereye hotel radisson blu tariki mata marion shako kenya appolinaire w’i burundi nibo baherukaga kuza gufasha patient bizimana easter celebration umwaka wabanje yatumiye solly mahalangu afurika y’epfo sinach yamenyakanye cyane kubera indirimbo i know who i am yaririmbye yegukanye ibihembo byinshi bitandukanye ni umuhanzi umwanditsi w’indirimbo ndetse akaba umuramyi uyobora abandi believers loveworld itorero riherereye i lagos nigeria indirimbo ze nyinshi zikunda gukoreshwa nsengero zinyuranye mwanya wahariwe kuramya guhimbaza imana azwi kandi zindi ndirimbo ’waymaker’ ’great are you lord’ ’rejoice’’he did it again’ ’precious jesus’ ’the name of jesus’ ’this is my season’ ’awesome god’ ’for this’ ’i stand amazed’ ’simply devoted’ ’jesus is alive’ n’izindi zinyuranye muri yahawe african achievers’ award for global excellence bimushyira rutonde rw’abandi bake afurika bagihawe aribo arch bishop desmond tutu joyce banda richard mofe-damijo fadumo dayib babatunde fashola n’abandi bake muri kandi yegukanye igihembo cy’umuhanzi wahize abandi afurika y’uburengerazuba yahawe groove awards kenya nk’umwanditsi w’indirimbo yanditse indirimbo zirenga ndetse yabiherewe ibihembo byinshi ynaija yashyize sinach rutonde rw’abantu bafite uruhare runini bagira iyobokama nigeria sinach yashakanye joseph egbu tariki kamena sinach yataramiye bihugu binyuranye afurika y’epfo ubwongereza uganda trinidad and tobago n’ahandi hanyuranye asuhuzanya alain numa mtn itsinda abantu bazanye abanyamakuru bacyereye gutara nkuru sinach yabwiye abanyamakuru abanyarwanda kidasanzwe bamwitegaho uretse aje gufatanya nabo kwishimana nabo munsi pasika
5,ibyamamare rwanda byinjiye bukangurambaga kwamagana iyicwa ry’abirabura amerika,kuri isi ihanze amaso leta zunze ubumwe amerika nyuma y’umwirabura george floyd wishwe anigishijwe ivi n’umupolisi w’umuzungu ndetse bamwe kwiroha mihanda rwego kwamagana iyicwa rikorerwa abirabura babayo ni urupfu rwababaje benshi biturutse mashusho yasakajwe mwirabura gutakamba avuga guhera umwuka’ ariko bikirengagizwa kugeza yajyanywe muganga agahita ahuhuka ndetse leta zunze ubumwe amerika imyigaragambyo ikomeje gufata indi ntera ibihumbi by’abaturage bagiye mihanda bitwaje ibyapa bigaragaza uburakari batewe n’urupfu rw’umwirabura george floyd abandi kwifashisha imbuga nkoranyambaga bagaragaza akababaro kabo ndetse bagasabira ubutabera mugabo wishwe ahowe ubusa ibyamamare rwanda nabyo byinjiye bukangurambaga mbuga nkoranyambaga bifashishije hashtag zirimo blacklivesmatter cyangwa justiceforfloyd kwamagana ubwicanyi bukorerwa abirabura amerika ibi byamamare birimo akiwacu colombe wabaye nyampinga w’u rwanda mutesi jolly wambitswe iryo kamba nimwiza meghan waryambaye nishimwe naomie uherutse gutorerwa kuba miss rwanda bahati grace wabaye nyampinga w’u rwanda aba butumwa bashyize nkuta zabo bagaragaza ubuzima bw’abirabura amerika bukwiye guhabwa agaciro nka nimwiza meghan yanditse ubutumwa burebure agira kugeza igihe bazarekera kuduhiga nk’inyamanswa kugeza igihe tuzareka gusaba kutureka tugahumeka kugeza igihe tuzatangira kugenda twiruka muhanda dukora siporo kibazo dufite tutari kwiruka buzima bwacu kugeza igihe bazabona dukozwe n’amaraso ameze neza arongera kugeza igihe imitima yacu izaba itumva iremerewe n’agahinda k’abacu bicwa n’abakabaye babarinda kugeza igihe tuzatsinda urugamba kugeza gihe ntabwo tuzigera duceceka imitima yacu yarashenjaguritse kandi ntabwo duteze kurekera kugeza igihe tuzumvwa hakagira igikorwa abandi bagaragaje bifatanyije n’isi kwamagana iyicwa rikorerwa abirabura mpamvu harimo umuhanzi the ben princess priscillah nirere shanel igor mabano nel ngabo shaddy boo jules sentore buravan dj toxxyk abandi barimo nadja giramata umunyarwandakazi maraso ariko afite ubwenegihugu bw’u bwongereza akaba n’umunyamerika atuye mujyi new york uyu mukobwa usanzwe umunyamideli yanditse instagram ku george floyd ariko none n’abandi mbere kandi ndizera kundi nyuma y’ibi floyd w’imyaka witabye imana yakoraga barinda umutekano nzu icuruza amafunguro yishwe n’umupolisi leta minnesota
4,u rwanda rugiye gutangira kwifashisha indege nto zitagira umupiloti guhashya malaria,inkuru gutangiza mushinga yatangarijwe nama yabaye mutarama itegura inama yiga kurandura malariya n’indwara zititwabwaho bikwiye izabera i kigali kamena mwaka uyu mushinga guverinoma y’u rwanda ifatanyije sosiyete y’abanyarwanda yitwa ’charis unmanned aerial solutions’ uratangirizwa murenge jabana karere gasabo mutarama uyu mushinga uzunganira izindi ngamba guverinoma y’u rwanda isanzwe ifite guhashya indwara malaria zirimo gukwirakwiza baturage inzitiramibu gutera imiti bishanga nzu n’ahandi hari indiri y’imibu itera ndwara yugarije ibihugu bikiri nzira y’amajyambere n’ibikennye kwegereza abaturage ubuvuzi munsi abajyanama b’ubuzima babasha kuyisuzuma kuyivura n’izindi biteganyijwe drones zizakoreshwa mushinga izaba ifite ubushobozi gutwara icupa ririmo litiro z’umuti yifashisha kuhera bice bikekwaho kuba indiri y’umubu utera malaria nko bihuru bishanga n’ahandi izi ndege zifite ubushobozi gukora urugendo nibura rw’iminota zigafuhereye muti buso bungana nibura hegitari munsi umuyobozi ushinzwe ishami ryo kurwanya malaria kigo cy’ubuzima rbc mbituyumuremyi aimable yavuze drones zisanzwe zifashishwa bindi bihugu kurwanya indwara malaria kandi bitanga umusaruro ati zizadufasha kugera bice bimwe by’indiri y’imibu byatugoraga kugeramo twifashishije amapombo dusanzwe duteresha umuti wica imibu harimo nko bishanga mirima y’imiceri n’ahandi iki kimwe bikorwa bitandukanye biteganyijwe gukorwa bukangurambaga kurandura malaria buzamara amezi atandatu kugeza nama kamena ibaye imibare y’iyi minisiteri igaragaza umwaka ushize w’ingengo y’imari malaria yagaragaye barwayi basaga miliyoni mu mezi ashize malaria yagaragaye bantu miliyoni bavuye miliyoni yagaragayeho mwaka wawubanjirije bisobanuye yagaragayeho bagabanutseho hagati y’iyo myaka imibare kandi igaragaza ndwara zihangayikishije ibihugu bikiri nzira y’amajyambere yica bagabanutse cyane kuko bageze mwaka w’ingengo y’imari ushize gihe yishe bangana n’igabanuka minisante igaragaza mwaka izatanga inzitiramibu zisaga miliyoni zirimo zizakorerwa gihugu ndetse uturere tuzaterwamo imiti yica imibu email protected
2,umunyezamu rayon sports yatewe rugo bamushinja gutuma batsindwa apr fc,mu masaha y’igicuku ijoro rishyira kane umunyezamu w’ikipe rayon sports bashunga abouba yagabweho igitero n’abantu bataramenyekana bamenaguye ibirahure by’inzu atuyemo n’umuryango banateragura amabuye hejuru y’inzu banamubwira amagambo yumvikanisha bamushinja kuba yagize uruhare gutsindisha ikipe rayon sports yatsinzwe mukeba wayo apr fc mu masaha y’igicuku ijoro rishyira kane umunyezamu w’ikipe rayon sports bashunga abouba yagabweho igitero n’abantu bataramenyekana bamenaguye ibirahure by’inzu atuyemo n’umuryango banateragura amabuye hejuru y’inzu banamubwira amagambo yumvikanisha bamushinja kuba yagize uruhare gutsindisha ikipe rayon sports yatsinzwe mukeba wayo apr fc bashunga yabwiye ikinyamakuru ukwezicom abantu bataramenyekana bateye urugo rwe ruherereye ruyenzi murenge runda bakamena ibirahure by’inzu atuyemo bakanamubwira amagambo y’uko yatsindishije ikipe rayon sports gitego kabiri cyabonetse minota y’inyongera bigatuma apr fc itahana instinzi y’ibitego rayon sports bashunga avuga yababajwe gutsindwa mukino ariko ntako batari bagize gushyira imbagara gushaka intsinzi n’ubwo bitabakundiye ntabwo yakwishimira kuba batakaje amanota mukino ukomeye kandi usobanuye byinshi ikipe bashunga abouba avuga umugore n’abandi babana rugo bagize impungenge kubera bantu babateye rugo ariko yagerageje kubihanganisha abumvisha akazi kabo katoroshye kandi yizeye biza gushira bagatuza bashunga abouba n’umugore bamaze umwaka bakoze ubukwe uyu munyezamu rayon sports asaba abakunzi b’iyi kipe gushyira imbaraga mikino isigaye gushyira hamwe bagatahiriza umugozi umwe akanabizeza mukino itaha bazakora ibishoboka byose bakitwara neza
1,umunyarwanda louis baziga yiciwe mozambique,umunyarwanda louis baziga umaze imyaka akorera ubucuruzi gihugu mozambique ndetse akuriye abanyarwanda babayo mbere tariki kanama yishwe arashwe n’abantu bataramenyekana umunyarwanda louis baziga umaze imyaka akorera ubucuruzi gihugu mozambique ndetse akuriye abanyarwanda babayo mbere tariki kanama yishwe arashwe n’abantu bataramenyekana ambasaderi w’ u rwanda mozambique yatangajeko baziga yarashwe modoka ma saa sita z’ amanywa ambasaderi claude nikobisanzwe yabwiye bbc baziga nzira ava iwe ajya igaraje gace kitwa matola maputo yaraswaga ngo haje imodoka imubuza inzira havamo abantu baramurasa imodoka ihita igenda abatabaye bamugejeje muganga bagezeyo basanga yapfuye amb nikobisanzwe avuga bamurasiye nzira nyabagendwa kandi ituweho abumvise amasasu bahise batabara ariko basanga abamurashe bagiye ntibabamenya arakomeza ubu twabihariye inzego zishinzwe iperereza ntabwo twamenya impamvu bamwishe bashakaga ntabwo twabimenya kuko haracyari kare amb nikobisanzwe avuga bantu azi bafitanye amakimbirane bazigaavuga azi yakoraga ubucuruzi bwose bwemewe n’amategeko akanayobora ’diaspora’ y’abanyarwanda gihugu umwe muryango yabwiye bbc umurambo baziga wahise ujyanwa ’hospital provincial da matola’ mujyi maputo uyu utifuje gutangazwa amazina avuga baziga yarashwe mumodoka wenyine yitwaye indi modoka bwoko mercedes benz itwawe n’umukanishi bagiye kuyikoresha bibabye gihe kamena aribwo u rwanda rwafunguye kumugaragaro ambasade yarwo mozambique igihugu kibamo abanyarwanda barenga muri gicurasi mwaka camir nkurunziza umunyarwanda impunzi yiciwe muhanda i cape town afurika y’epfo igihugu gituranyi mozambique polisi ivuga bisa n’aho ashimuswe
